ioc_type;ioc_value
hash;b9a9acfc4748a50ada048af2fa6bc9516da89e36e94e10f96effbcb167faa76d
hash;c4afe812d6b2354e27075e85efcd422dbdd0ea7a93a68fd562df41ce842a4f6a
hash;cab9a09a78b8b436992b7447d05f17aa3e86cfb41e1e0b6e67b32c263fa48d2b
hash;d5b652683b2859e650181b0c488c2cd84565ff01fd09dc811fc0b0166e32882a
url;http://94.158.244.27/absolute.ace
url;http://94.158.244.27/distant.cdr
url;http://hashs-download.infousa.xyz/Windows_photo_viewer.msi
url;http://hashs-download.infousa.xyz/Windows_photo_viewers.msi
url;http://kfctm.online/0802adqeczoL7.msi
url;http://my.cloud-hash.online/Microsoft_VieweR_2012.msi
url;http://my.mondeychamp.xyz/ReadMe.msi
url;http://my.mondeychamp.xyz/uUi1rV.msi
url;http://surname192.temp.swtest.ru/prapor/su/flages.gif
url;http://surname192.temp.swtest.ru/prapor/su/flagua.gif
hash;96b77284744f8761c4f2558388e0aee2140618b484ff53fa8b222b340d2a9c84
hash;b01e0c6ac0b8bcde145ab7b68cf246deea9402fa7ea3aede7105f7051fe240c1
hash;b6f2e008967c5527337448d768f2332d14b92de22a1279fd4d91000bb3d4a0fd
hash;e5f3ef69a534260e899a36cec459440dc572388defd8f1d98760d31c700f42d5
hash;fd7eacc2f87aceac865b0aa97a50503d44b799f27737e009f91f3c281233c17d
 hash;bdf30adb4e19aff249e7da26b7f33ead
 hash;d57f1811d8258d8d277cd9f53657eef9
hash;87bd9404a68035f8d70804a5159a37d1eb0a3568
hash;b33dd3ee12f9e6c150c964ea21147bf6b7f7afa9
hash;23ef301ddba39bb00f0819d2061c9c14d17dc30f780a945920a51bc3ba0198a4
hash;2c7732da3dcfc82f60f063f2ec9fa09f9d38d5cfbe80c850ded44de43bdb666d
hash;8c614cf476f871274aa06153224e8f7354bf5e23e6853358591bf35a381fb75b
hash;1ba26f96195e7f4503931c3c3af56b14ef9ad903aeea22291b328d67d04886ca
hash;c14f8bc656284715516f26935afe487a1d584f56ffabbcb98f2974f6ca6cd3a4
hash;002dd9b7cbf8ca2a09434f8c4abd85631efe922ab8daa1219d86d83a0228aeda
hash;2579148e5f020145007ac0dc1be478190137d7915e6fbca2c787b55dbec1d370
 hash;dc71636c29e5d3901e3571c86b9463af
hash;61c3d3ef548a98fd2e97fb176214c44f0549c6d7
hash;5d8a701110d58ab7c1aa8bae6bc9d5358b8cd508115891320e6af6c68f3bbd74
 hash;70b0fe3702cbab6ab0c09a775fd6b539
hash;6b99372b8cc4ceb8ef678c74653e1471f69bc53f
 hash;d584d537e85791336b26dfd49b83599d
hash;1ef1ff8b1e81815d13bdd293554ddf8b3e57490dd3ef4add7c2837ddc67f9c24
 hash;a200d6c3988d8bf49c305f3e2adee785
 hash;42e106fd843b0e3585057c30424f695a
hash;68dcbf15e926bd239026ed065471d914c85f9c75
hash;7b7f0c029a3dcb34a7a448f05b43c5657dd0c471
hash;1b8081bae0e493d098b8756b1e7c4b19715a78946cf227f2c27f9311e6718420
hash;e07316969b2d2941e9ec6a940d03d03bd36527dae825f30265fd5221a858fca4
hash;f092b985b75a702c784f0936ce892595b91d025b26f3387a712b76dcc3a4bc81
hash;deae30bdc505699a61f65d4e629e5b66adf57034
hash;707b752f6bd89d4f97d08602d0546a56d27acfe00e6d5df2a2cb67c5e2eeee30
hash;1e03444e8954f8bc34882dc780ceb2e4e3426d22
hash;03b9c7a3b73f15dfc2dcb0b74f3e971fdda7d1d1e2010c6d1861043f90a2fecd
hash;e026e1f27d503a23aaab354c1de6e17d4c6a2b1f
hash;b524ed1cc22253f09d56f54d8ded4566b63352ff739f58de961f8a5bebb0fad9
hash;0666df78cb4f95a3ba82457ddcccd660888d8b00
hash;633b9d373da7d2916f4d3b2902d4817c0f3ad5de5466ac85f34bdd37a8d3dd37
hash;f58945901e78e219a7b4fe4328a45a15cc35a407
hash;9826b386065f8312a7a7ef431c735a66e85a9c144692907f5909f81f837c65f4
hash;6434d937f70d700a841083ea548dc02fb2e892ae
hash;0951fde8a8ea9cd45d2be14d63e6e55c8e87af0da45cf3776b495871652aa862
hash;78adabc1ac2c1cf58a30ac7bea53062a1e11c9b4
hash;e64e350861b86d4e05668bc25e6c952880f6b39ca921496ccce1487dbf6acab6
hash;f4b83a63842384006b7b2fb061dd26d38356a7da
hash;d236d64b7bf9510ea1746d10a4c164a2ef2c724cc62b2bca91d72bdf24821e40
hash;dc653d16d1ee42f3af02816965dacf0006cdeb95
hash;61dd6a0b2870d62f56c7fe0039d42bf5351588f927267fe7b4ee0761872a3b20
hash;86c9ee65e6e39910b52de15587137f7478bdca54
 hash;77078664b4bbfbe25be44004431c1a37
 hash;0a49ed1c5419bb9752821d856f7ce4ff
 hash;b3d6ba0aa663f699283d25ddcb6561b9
hash;d3c75c5bc4ae087d547bd722bd84478ee6baf8c3355b930f26cc19777cd39d4c
hash;a1f27e6be62bf0af7d5bff447156b3413f0d97c8
 hash;8a8ced330677fc62a9a9a02f38652c1d
 hash;1c2e8cb65ebe1702d2ee519d970d7808
 hash;8fe7bfef6ebc53e9047561d35555cd24
 hash;9eb9197cd58f4417a27621c4e1b25a71
 hash;9eb1d5dbe3722be30545c9b63565d2eb
 hash;4fa0d124f79560778913f5b0ffdf2a4c
 hash;193d47308a4bf33df99ab2559109019f
 hash;a737a82cc2c6b19bee8ddf4edaa34c95
 hash;930ce8cc7096169a8b15e4ada3181330
 hash;c9ce7a9e59bc3459b73d5acc7989dcbe
 hash;23a6691939ae3e33b3c31ada6eeed7b8
hash;004ede55a972e10d9a21bcf338b4907d6eed65bf5ad6abbbd5aec7d8484bdedf
hash;26b2401211769d2fa1415228b4b1305eeeed249a996d149ad83b6fc9c4f703ce
hash;98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db
hash;e16fea1b8874cc6b26e7e2df9697f03f86efa82247bb3b2922f1d05052dbcbb4
hash;b374eb643b20e47cd9c45811c09e4e73b5871506
hash;85c434fbaa94fb4d73d77429a32e88b184ec2f88
hash;e7d6116f4d66da3c2e9bda7e8fbf7c8f124a6e96
hash;1f39a106d3c4795581cac06ca813e8ce1b16e9a7
 hash;95b62355385af3d2711b7a8e759ed664
 hash;d3472c63da9bb4a24a03c485312f34bc
hash;6c66c4005b14c14a1029a601eeed55cab21ae713
hash;a5751a46768149c5ddf318fd75afc66b3db28a5b76254ee0d6ae27b21712e266
hash;6f42c15c43497b79ce5e0ebb61bb68a8649d9bd7
hash;74685c3c571f81e1eb2fcbaaca74a9bf792a73b629568ce7571aca5d710f1647
hash;b8ae41c1122afd180d8dbc011866233945edcb0f19a3f43a1d1033709279cf32
hash;2afea8912f1b7afa3a4348ef4e027f7a46f4a2ade824196265ea1ac952e172b3
hash;2ff3f8766332a55fd714923c8822ef236f772551b32e25c2068eb19c9215ed67
hash;b4d8b085852dda972eb4157cc00d3e25e8fc02e581dfa43f0e052e4f5135767f
hash;5d4350bcfecb0746c8aebf6f31052ea95b1901d558e27215bb0197e50f3b9e5c
hash;8c731863fb2de1858e64569149b1a0a78e3c25a90a88faf7db6e4c5f088ebe61
hash;6941ae541692b03f44f81bd5517e0ff225e2a57a0897dbb0399417c88ff7418f
hash;7c1f7301e0564fff94345804c53da597ab4749c31bbff3f1c8d0786fabc4b4b5
 hash;20f0c736a966142de88dee06a2e4a5b1
 hash;732a229132d455b98038e5a23432385d
 hash;8e952d2186e946cfa1122595c17f4c7d
hash;198667b1eda010a431dfb051a101cc73ead1d45ba8d0f6641ec1c14bca4106f3
hash;2fc6d7df9252b1e2c4eb3ad7d0d29c188d87548127c44cebc40db9abe8e5aa35
hash;afb2fe6b541069259b0fd9be82d62594a361afb0
hash;d0fb9051f8f4a9063b9f19841182b1707527f89f
 hash;c755630590854a4f8214a80eaa6130da
 hash;421d3290d0a7e3185351499f45494c3f
 hash;e099a53fdcef7bdfb58b3a7b4f42e4d2
hash;26d534ac2ec07783231638254551b2561b5c1c25fdd7d4f81db50a88696a17f5
hash;a03a6384c0bb13cda56d8627f63fa4cdb170bab9d13233eb6969ad3508b0f25f
hash;af1408a4d276842bea2ff1528fc1d2b93889a1fc4a91c6594fc27af325120da8
hash;bc413e02defccc55f1c9925e9cf4fde4a714db1e06c6e021ddbd4b15cf2613d7
hash;bccfce3363fdeb98012234b098427f9903d42f42
hash;3eb479a2e115cf771e7987879d6e7489d6488729
hash;1b3611aae8621f1d135950841d6a6a8edab7ea4f
 hash;ed1856ba6cfe5afa2abdb0c29611cc61
hash;bd468f6886b6a4f16e65ac3c333c335bc34ef395
hash;4f4a33f70099855f5f503716515f388da3a5daa1e2fac59ec6c881e89ef7d072
hash;ad738fd0a7d076575ffb7ab338fb784bab739435
 hash;9152cb45994adab4dc27c33ee72a66e1
hash;d21c71a090cd6759efc1f258b4d087e82c281ce65a9d76f20a24857901e694fc
hash;ab0c3361bf3ab8b7c40883b2d3107aa7f1d7428b
hash;58ca4e482db7cf5c924256e53d8516d422e76cf4b85b43dc2b9ba0c7cb471ff7
hash;ab31613ceb08db6aea6b90370e259be1e9243070
hash;59a9f0de96eff57768e995b296ae75778a232f30d95a7b7ab5048c621b50c66d
hash;fe07a28c93a95a3ed4b8cae4fba7e5f232da14ee
 hash;617ccca7d5753993cbfd1309d1a18e1c
 hash;f49b9f0d5aefaa1f6431c18774b83553
hash;4bfd58d4e4a6fe5e91b408bc190a24d352124902085f9c2da948ad7d79b72618
hash;246813f9a57e030f109bb77742809e32bac89c04
 hash;ad496fc24e5dcb74a04dd1ec746470e7
hash;ffa9aa91954f2b7d5136a1d1b711e18b889475d0
hash;6815e1e06e29863290319eb3e814ae2a394271aa2f95cc7c31a649c4c2f4fd04
 hash;45821ddc406490c202d13c87970aa064
hash;de2569f4f8591fb7d56af7165360811f7a2858ff
hash;4d8fcd9492a256c0cb9567e63b53b75c2a591f5eebe7293298239736034b742a
 hash;40a5a507f169ce90ad972fb8c1feb405
hash;0b7b778ac244a82694c4bf7818bfbea44f8ce7d7
hash;4f17d7fa344b970890ed1bc52a0da95146cab9fe56ecabafafacb0ad212558c9
 hash;50e767c614b48b05c6d6574edfcacb2a
hash;3550b898ce86982019ef380deb2f24522707d7dc
hash;aacd1be17ca3aaca13d0c9f0366bcb28bdccd621cbde2f38b4a33321cba8a7df
 hash;90c449800919d3905466e7baf739ad6d
hash;9247da6bc1064ce559e3cb55f32b446377def75a
hash;a79dcac3753c055d7b46b5ffa27b1b4bb55516180966f20a2878698b81638137
 hash;d7bf01f9fb24176f2d42d770d79e8c2c
hash;9b8eeaf746cd5d903f70c3b245b9466c40b74c5d
hash;6f7043b24d9b4c30006781402f0cef2543c8f3e9087d79f6bcff43b1418ad21d
 hash;290c7dfb01e50cea9e19da81a781af2c
hash;8a52c7645ec8fd6c217dfe5491461372acc4e849
hash;53b1c1b2f41a7fc300e97d036e57539453ff82001dd3f6abf07f4896b1f9ca22
 hash;07d1c74bc3ec50fa9edc0bdb5b0b7e80
 hash;0d08858bddd0cb9a10e7ee3e5e0ae742
 hash;144361e2f8780b9513d014ead57934e2
 hash;532835de00afd90c947c955c835c5933
 hash;55aa996789a94784425c773d47552711
 hash;59065ae383c3997c886fb23947562d8e
 hash;6dd52475921cacd5f7d46b119c955ba3
 hash;a98f8f9ad8f63d1e811d791febe52ed2
 hash;afa38b25a8cfac7a5b3b5f57678bf873
 hash;bd1f2e3b61e09401d7a17bfe21016b24
 hash;ca46174ff7d3c008df61fe7665c6daaa
 hash;cf9df5e4203134903a8c021dc966da17
 hash;d8f17bf7de7183ed89323688c16d4bec
 hash;f3a56b8e3764d5f2d08fed8e0277728e
 hash;f7c1aa99f2a4a2c12e218c61277a04fc
hash;14013b448ba486d8daa0a77cbf512d51fea48462
hash;228df2cf90feaf817073c482b3a8582b1e84311f
hash;3f338c671cde4167f288364f4b6d7b9c585c0ca6
hash;3f830d53839f0d6db6f3d5447a1838d773e4dc21
hash;50fb2095e78524969254088c4f860b4c2dadab85
hash;64ac6852e229afb9d211f3ffd8e1aa326cff8ba4
hash;7b8e73d772d25ce96c9ef454731035263487015a
hash;887fc17a3ba0fe81d997c67619a3205c20450e63
hash;970e878b7f5e24e44ce5a0c89f815ef7cdd5ea30
hash;ba591aa1a922ccd8d3eebc8320b12881cd145921
hash;cc1b416d9c11e19c875fff444bdef19ee285cf47
hash;d19c8c811cbdeb0dcbaa8e12e91be6e6c1db5e0e
hash;d31f70f85a43c290176576fa0cd38360f0eac469
hash;e617918ea6fd8a68a7552cf229eda5b5c2c0658e
hash;e8d27432264e396a8eb464e9e09930293150fbb7
hash;125f727400ec902951c8588d5f6077e199238c2d428144f5bb83d1fc6a22dac2
hash;3a6e8f5a226edc006e29e38c48eaa721c12e48953abd56dcbc9b241975631247
hash;51ecf0ac3ce65c9eee40bd9c6cc788e38a6777ce809b509963d4869b1a80354d
hash;7bb4e30a5272731a9b846b4274aa84662026814b0d610c0c115158be1cd23332
hash;917788f1d9fd2664f18414faec3244a17c7d7ec29296b14b22cf19be90c95df4
hash;ae90567ca1a3f4dfc430ae9d6cfa5139385c418b6b70f01c2dd4931dc76ff97b
 hash;097625fd580ec1ee057fdf029ac8e1f5
 hash;2dc5a4338d438ea4e78878cff4cfe2cf
 hash;52e617eb5c923ddf2cb3c86d5b9332b1
 hash;58b16b1ea734d18960927cd68040c72d
 hash;5f5ec3d9a208c4e31262cf731f420601
 hash;6a0836ebb8fa74190ecea8ceca6321ee
 hash;6b82d03d7c7a8ff4ec843cb92d35e33f
 hash;7906dc475a8ae55ffb5af7fd3ac8f10a
 hash;7dcd448a14cfdb80b8b296eade04e713
 hash;9540264f78d0d65984e4a4e7deae48f4
 hash;9d7ffda9fdcaed214513267551023fe0
 hash;a39aed88ea19af29a6876e74422e6e05
 hash;c8324f3d3e3f5a41a1ce4ba000bd5706
 hash;fce01c3ac4206173e5e68dc1b20a7cc8
 hash;fdf9641f354987fe4683a27c5eb160a7
hash;070107d726d45386d5fd00b1690a6d0158a339e9
hash;2c55136adea386bc08e3b247be3ebb7bb035ed97
hash;2d67703c61443077ed24331c960bc510614bbc96
hash;301fcd84ac42886c1f532ab6a71e8b49834f6fd0
hash;34a94587e4ae89a91b9403f6c7c835a87ac76ee0
hash;3e7707f3d03b7b5899249f6ccd84a0d2ba760c16
hash;806e71f2e9cd56404691589f72b14b5d443c808e
hash;9f654320a9c0d48246478dc430719fdc55f1d63b
hash;b0ed1c13d6472c8b8bd88aba5cd007576d051802
hash;bd4aa42ae861ff6ecd93c6698b3f4226000bc854
hash;cfdd6e3a69b12d43af94cb0441db3e1ef93f74f8
hash;df9722429ec84338381e4a9c8ea0989d05ba02de
hash;e7304e2436dc0eddddba229f1ec7145055030151
hash;fe5b438d1dd5e25d33d5c9dea90ea47797abfcb7
hash;1814a6a6749684cdacd792374e0ba31b7be4ff6f9675f3fd15d543afbb540367
hash;1ce8a939b3e7d84c59c12dc9e1091532f4336dac533847b6533b01d9dcf494e9
hash;3cd91569a21a59a71582397b762633808e0b413c78210ee48cefcffede66f356
hash;5d4b4d5adb2cd3fefd95b15725a77c4bf48e14e89a23b94733a9ec7b86e09ea2
hash;5fe77db174a5206b5387e2b86255bd008966b44632925351d9b3983438004eb1
hash;7ca57576c6a2d7dbf49faeafd4804c6b86d9af7fff1390c58a30eb9d9bf2fbfd
hash;7f9d02ceaf4daa901fbb59648e599a381afd93bcba1b88fb6b345949b3479eb3
hash;c503289716c5b6c581a99953a90bcc2b93f14353658bd931aa83fd55d02624f1
hash;d16645bce49ea342c4b4f5afa3f711bf0a3986a4a7354f96f24a21f161fff7cb
hash;ef2cd9ded5532af231e0990feaf2df8fd79dc63f7a677192e17b89ef4adb7dd2
hash;f0278073fc7f61f547b0580522abc519630041e41782f86af1113ad0242f2da0
hash;fa13f5a811e591c79f3207500604455879f34edf6ace61d5e34d54c3a5e8af64
 hash;bb97b436d1228b690ae475a8bcfe2cc5
hash;37ba5ec064414a74ecf86afba89fc57e627b0193
hash;b2d3143d0778a10d5d03bb9e4d2712a980e2a8ec12d47958a8ab4b3192f4bf6a
 hash;ae32496289a4b4e4f670127849517ccf
hash;b96d0b726e1a2ff46847db035599291b8423aff4
hash;3125aa67fc6e09a00aad39e0eb8024b849d54de353b1a45b5297d4c5d5e87941
hash;03597628e999d791f4cc442328024235db9a929467a62ef0a00c91a76161f0e1
hash;a05c8129e607c6d0976d79f69c6a020d15767a9ef3a9c9f1570c5193a7b5b76b
 hash;6a97f8afc1151619d5b119407faeb1ad
hash;185d65eb755cee888508d07adad60b39e0be2210
hash;3db6e8df73f12b6a9fa9adb6ad87b017d530a9d736909338042735ed00a9463b
hash;a47d7ff36064cab056d56dca4c466b4e98b331e4aed1d7aee2790cb9a94b1793
 hash;755c55ec8829d54cb435266fc993e080
hash;7e03d21e5b3af7667671fde872bfcae1b9bb88e3
hash;704b1f34ab455aa0fdb51d742b887842cdd1f35e9f59f04f236d48aaec56abfc
 hash;24819ec6a4f57ac3d84538d1b2f422cd
hash;2c1ca712d5c1f0920d13208796975afc01ce6b81
hash;e043dea504d025f18f406d9649b64498338f3330ab9cf30e4efe9c0c2c0231df
 hash;42800d065e5855e261cc617fa688850f
hash;6c7b35e36830c1cc613fb08280ee25e5fbba9937
hash;24ac73821de77cc9644d2ac40e97067ff63f625b5f20e085ad10535e47d7db59
hash;2586026617b117506dfe326f50e45476ce765a74fe48c8650d32980a4dfe5ee9
hash;ed4afa874e75b7bac665b9bcbf1d8e1324d4f9263c862755101cd79bb087ad45
hash;ea524e8b0dd046561b59a8d4da5a122aeff02036c87bb03056437a1d0f584039
hash;cf487bd54e487585cd052e982fd765cbc0d8d164cc21b8635e55475182dadf00
 hash;4498b24791f9f015f71082ba27b6e1b9
hash;d570b225ab03b5e0dfe8b5d49696e5230f93e34b
hash;930ec6d08e9d29fa23805ff9784cb0d78b1dc4cc4d58daa0e653dfe478c45d3a
hash;1dea453e5344898c9a66309bd6d1cf6e21c56eb1427c026aac84b14a6b23f7fc
 hash;c7d52ab979c73fc11e00c7ad32a2ee6c
hash;ef750a4dfa69a0108e72306dc2ed53e13ed38c2d
hash;61b01e36a7faf44cf4f3cacb4aa6407d8e91a5b934328227e9bc1baff3fcd79e
hash;957675e7fd1d1cb50f3252d3950d77ec1e37c3004c5da39674e03a817e9ba7f9
url;http://DJVU.SH
ip;179.43.175.171
url;http://179.43.175.171/abdt/razer.exe
hash;7330dae3f1a8561cfa6c6ea5923c298dd51a82cafb2782ff4686d650c24fe5de
url;http://179.43.175.171/abdt/rakede.exe
hash;2d42d32d9020f456e5d6771baaaaad2a2f42f2512a7513951528751855b287f2
hash;c6a2bd0609eddf5fc97d69105bb5a48aebb5190fcc17e20f68dbf576de6e6b3e
url;http://179.43.175.171/qelh/png.hta
url;http://179.43.175.171/qelh/avi.hta
hash;57969924ed3c38c95b5d7f55622122b960c978f23eacf89630daf8e8054b305e
hash;728da6dea7be8c4249c40bb45ead9a4885257d72d130db3caa0e19c108041760
hash;738c3dbc72b2edcb0e90eda5e235d4398a42326099954a20a9691e02bf1f8ab0
url;http://179.43.175.171/qelh/
url;http://179.43.175.171/bmwl/
url;http://179.43.175.171/abdt/
hash;e67a484afdd1ed6a144d2bd9e52849cb247aacb2b3849684c8c848768228fec6
hash;943aa260503afd6a448562d7faa033fc9a53a554e3643db27f25d50450578bf0
hash;741f49f03509c1a3a86e5cdeec19e0ae22edc0eeaa80f6c0916a2ea92b75772b
hash;35aa58a9c148a472646f97cbe25149b917598ed095a40fddd47c2d38ca586daf
hash;21cf246194530c2b4b3990d0e504eec0f0be69200e93aef2aa264abdf910facf
hash;1b8709781974b7615718d6231f5b76abdcfe9870e6b01b9c12a91f02e941a40c
hash;1500c1b55a6d70b979ad7730810e04f16dc4617205766c1eac37f899e7bd503f
hash;052784d3535733354168670b6b65ff2d312000d8f44774a661c884ea6ba9ef2c
url;http://179.43.175.171/qelh/C240222.exe
url;http://179.43.175.171/bmwl/Cvgmkmfm.png
url;http://179.43.175.171/abdt/dack.exe
domain;bigmir-net.site
domain;mirrohost.space
domain;mil-gov.space
domain;verify-email.space
domain;verify-mail.space
domain;meta-ua.space
domain;creditals-email.space
domain;licensecheckout.com
ip;45.139.186.190
domain;saveukraine.today
domain;supportukraine.today
domain;tokenukraine.com
domain;help-for-ukraine.eu
domain;ukraine-solidarity.com
domain;ukrainecharity.gives
domain;ukrainesolidarity.org
domain;1017.site
domain;1020.site
domain;1120.site
domain;1202.site
domain;1221.site
domain;1833.site
domain;1924.site
domain;2055.site
domain;2215.site
domain;2330.site
domain;update3d.xyz
ip;45.146.165.91
domain;mohge.xyz
domain;superiortermpapers.org
url;http://update3d.xyz/
domain;main21.xyz
url;http://baiden00.ru/wininst.exe
url;http://baiden00.ru/win21st.txt
hash;4715a5009de403edd2dd480cf5c78531ee937381f2e69e0fb265b2e9f81f15c4
hash;e18df098c2fcb6a3961c310fdde58106e07ef9c0
domain;update0019992.ru
url;http://update0019992.ru/gate.php
ip;194.147.142.232
domain;buking.site
domain;gosloto.site
domain;sinoptik.site
domain;sony-vaio.ru
 hash;eb332fd9cc8be8e6a60d4ff9c5f5fcf7
 hash;1bf3028a0b65a4174a66f3677e872026
hash;619393d5caf08cf12e3e447e71b139a064978216122e40f769ac8838a7edfca4
hash;1e33b01f84a96b93cdded1d23fdb1b7f6f58a077
domain;68468438438.xyz
domain;orpod.ru
url;http://orpod.ru/putty.exe
url;http://orpod.ru/def.exe
url;http://68468438438.xyz/soft/win230321.exe
hash;b0b0cb50456a989114468733428ca9ef8096b18bce256634811ddf81f2119274
hash;822c3ee867e390135c260590da2c7bca5dd3112e
domain;name1d.site
hash;9803e65afa5b8eef0b6f7ced42ebd15f979889b791b8eadfc98e7f102853451a
 hash;122975532c1e1af554d4d39511e7eb3e
 hash;66c3ae9bddbbbcc2cc979d23792f15ac
hash;63d7b35ca907673634ea66e73d6a38486b0b043f3d511ec2d2209597c7898ae8
hash;8290ba1e792c291ea039fdb459c652e2c7fea5ad
domain;update-0019992.ru
url;http://update-0019992.ru/testcp1/gate.php
hash;0349463deb6e3803c425fa7725f7dedaccc6e6aa
hash;6c38f8ad13512c535a1350e50378d0e5c36f9867
hash;b7abe535dccf587c80cbcd2d4cc0c30e330b3a54
domain;name4050.com
 hash;6af7a85274f02d1bc61f2d90674cb131
 hash;5ab92ca35e41b9a7aa07cc7efc60bbd1
 hash;5077eff8ea0ad83e30860ec93c18fc2a
 hash;efcff826fa14c23c9abcd53e0a148383
hash;2b15ade9de6fb993149f27c802bb5bc95ad3fc1ca5f2e86622a044cf3541a70d
hash;461eeadbe118b5ad64a62f2991a8bd66bdcd3dd1808cd7070871e7cc02effad7
hash;891f526fea4d9490a8899ce895ce86af102a09a50b40507645fee0cf2ab5bef5
hash;f6ae1d54de68b48ba8bd5262233edaec6669c18f05f986764cf9873ce3247166
hash;15791db60928df6d7a86d80b80b88609c15aaa20
hash;468a2d057a805ca971047b6fbd5ec359a67bc20a
hash;693607b23dec9d41a373a41aed2e8c32e17098d1
hash;f79f22761707f666178f8855fcfb95a46065dd21
domain;29572459487545-4543543-543534255-454-35432524-5243523-234543.xyz
domain;4895458025-4545445-222435-9635794543-3242314342-234123423728.space
domain;9348243249382479234343284324023432748892349702394023.xyz
url;http://1000018.xyz/soft-2/280421-z1z.exe
domain;32689657.xyz
domain;32689658.xyz
domain;32689659.xyz
domain;www.baiden00.ru
 hash;44697aad796c0d82c1adbee15fd1266b
 hash;9ae3d8ba1311af690523aeb2e69bb469
 hash;d377c71f7df1c515705eb6b0cc745f7d
 hash;e4855693722de3856421b1b6920ba54d
hash;0e1e2f87699a24d1d7b0d984c3622971028a0cafaf665c791c70215f76c7c8fe
hash;89da9a4a5c26b7818e5660b33941b45c8838fa7cfa15685adfe83ff84463799a
hash;c33a905e513005cee9071ed10933b8e6a11be2335755660e3f7b2adf554f704a
hash;1357dbf294817122b1e193762fb3d66a5d73e651
hash;9c50313f3b6d84a2b063d0acca64417bfe283d6d
ip;31.42.185.63
url;http://smm2021.net/wp-adm/gate.php
url;http://1000018.xyz/soft/220421.exe
url;http://1000020.xyz/soft/230421.exe
url;http://1924.site/soft/09042021.exe
domain;001000100.xyz
domain;1000018.xyz
domain;1000020.xyz
hash;a2ac278ec99ec0bcab10b55427753327da1cc3a4
domain;000000027.xyz
hash;a60f4a353ea89adc8def453c8a1e65ea2ecc46c64d0d9ea375ca4e85e1c428fd
domain;15052021.space
domain;150520212.space
domain;150520213.space
domain;9832473219412342343423243242364-34939246823743287468793247237.site
domain;16868138130.space
domain;33655990.cyou
 hash;304d1ac0296fedec694a097480b341d9
 hash;333796e18eb3f3d1529d07ec90c63e61
 hash;5897322f62070e894488b4115463939d
 hash;6bd9390577ee23f236d81f7d20d47fea
 hash;75d6f57cfba0ebc3633a49a8412a43e5
 hash;847b071fa537e21507e78c80b5aa7d59
 hash;900e892c8151f0f59a93af1206583ce6
 hash;a92bd5072f0e3e683be1b27117df76d7
 hash;b56975725c4e260370af540f9c0b6709
 hash;c073d9f6c0af5eff0a7150debe1d63db
 hash;cf584e69d6832fb7f92af0633e6e5222
 hash;d9300ff1b9e6c7ef3f1c6cac4c30bb72
 hash;dbdb7908b3c16fac52a8e279b43ac83c
 hash;dfff334622bccba782126e953bcf1fae
 hash;ee3895f50bbc6316a746c239afc47e71
hash;02e623c353ca99c8572c9bf44a4d288f5d41ad98
hash;217490d9df6b3eb30caec933c6f3a04ae3a3a82f
hash;34a08fbfe099b70fa547b240d0b1ddd41c4959a5
hash;4aaf0acb7891fe06868ea442f55e5913961117d7
hash;833a8f095aa555f3fa3e873adadc0879a4bcfc5a
hash;9455119a6522727905dd14ee3b29e87f55e88a26
hash;a80db2f724e6d10c4b704f8e221c0946f5a12ad8
hash;cac977827bc96e7ee2a9291f315f0da4e4eedb70
hash;d838a5b99044f8be1030a179ad3f8322ea4fb010
hash;dd7a31b07f1dfdcdbb72f59c3535636b41d0eaad
hash;fb60d4ab152acf71847dbbd36c75b8032c5da303
hash;fb652a73f6d6de07d22e13de5a19e9fc6f9814b5
hash;0be1801a6c5ca473e2563b6b77e76167d88828e1347db4215b7a83e161dae67f
hash;0db336cab2ca69d630d6b7676e5eab86252673b1197b34cf4e3351807229f12a
hash;0f7a8611deea696b2b36e44ea652c8979e296b623e841796a4ea4b6916b39e7c
hash;101d9f3a9e4a8d0c8d80bcd40082e10ab71a7d45a04ab443ef8761dfad246ca5
hash;10d21d4bf93e78a059a32b0210bd7891e349aabe88d0184d162c104b1e8bee2e
hash;275388ffad3a1046087068a296a6060ed372d5d4ef6cf174f55c3b4ec7e8a0e8
hash;27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908
hash;2bef4a398a88749828afac59b773ae8b31c8e4e5b499aad516dd39ada1a11eca
hash;2d9d61ce6c01329808db1ca466c1c5fbf405e4e869ed04c59f0e45d7ad12f25b
hash;2ec710d38a0919f9f472b220cfe8d554a30d24bfa4bdd90b96105cee842cf40d
hash;3075a467e89643d1f37e9413a2b38328fbec4dd1717ae57128fdf1da2fe39819
hash;39e8455d21447e32141dc064eb7504c6925f823bf6d9c8ce004d44cb8facc80b
hash;494122ff204f3dedaa8f0027f9f98971b32c50acbcce4efa8de0498efa148365
hash;5d9c7192cae28f4b6cc0463efe8f4361e449f87c2ad5e74a6192a0ad96525417
hash;64057982a5874a9ccdb1b53fc15dd40f298eda2eb38324ac676329f5c81b64e0
hash;677500881c64f4789025f46f3d0e853c00f2f41216eb2f2aaa1a6c59884b04cc
hash;6ee2fd3994acdbb9a1b1680ccd3ac4b7dcb077b30b44c8677252202a03dccf79
hash;707971879e65cbd70fd371ae76767d3a7bff028b56204ca64f27e93609c8c473
